city,state_name,lat,lng,population,density
Kingsport,Tennessee,36.5224,-82.5454,95059,405.9
Portsmouth,New Hampshire,43.058,-70.7826,94815,550.6
Sandy,Utah,40.5709,-111.8506,94723,1507.7
Palm Coast,Florida,29.5389,-81.2457,94362,378.4
Slidell,Louisiana,30.2887,-89.7828,94220,727.4
San Marcos,California,33.135,-117.1743,94078,1478.4
Livonia,Michigan,42.3972,-83.3733,94058,1017.4
Santa Fe,New Mexico,35.6619,-105.9819,94032,652.1
Plantation,Florida,26.1259,-80.2617,94002,1668.6
Atascocita,Texas,29.9777,-95.1953,93926,1518.5
Fall River,Massachusetts,41.7136,-71.1015,93764,1093
Compton,California,33.893,-118.2274,93525,3601.4
Carson,California,33.8374,-118.2559,93523,1927.8
La Crosse,Wisconsin,43.8241,-91.2268,93163,921.1
Missoula,Montana,46.8751,-114.0214,92942,833.3
O'Fallon,Missouri,38.785,-90.7175,92697,1171.5
Mount Pleasant,South Carolina,32.8537,-79.8203,92662,720.5
Roswell,Georgia,34.0391,-84.3513,92577,877.6
Hoover,Alabama,33.3763,-86.8068,92401,718.2
Florence,South Carolina,34.178,-79.7898,92315,625.5
Williamsburg,Virginia,37.2693,-76.7076,91935,672.3
South Gate,California,33.9447,-118.1926,91836,4899.4
Chino,California,33.9836,-117.6654,91775,1198.2
Fort Myers,Florida,26.6194,-81.8302,91730,884.3
Kirkland,Washington,47.697,-122.2057,91614,1986.5
Santa Monica,California,34.0235,-118.481,91535,4202.9
Vineland,New Jersey,39.4653,-74.9981,91393,342.6
Norwalk,Connecticut,41.1144,-73.4215,91375,1541.5
Alafaya,Florida,28.528,-81.1868,90874,1145.3
Lawton,Oklahoma,34.6175,-98.4202,90662,428.5
Avondale,Arizona,33.3873,-112.3235,90644,731.5
Germantown,Maryland,39.1755,-77.2643,90521,2051.9
Rapid City,South Dakota,44.0716,-103.2204,90421,530
Westminster,California,33.7523,-117.9938,90147,3467
Clifton,New Jersey,40.863,-74.1575,89247,3056.3
Waukegan,Illinois,42.3698,-87.8716,88919,1415.2
Bloomington,Minnesota,44.8306,-93.3151,88838,988.5
Mayagüez,Puerto Rico,18.2003,-67.1397,88722,1093.5
San Leandro,California,37.7074,-122.1599,88531,2565.6
Newton,Massachusetts,42.3316,-71.2085,88504,1916.8
Joplin,Missouri,37.0757,-94.5018,88490,529.4
Lawrence,Massachusetts,42.7002,-71.1626,88297,4919.6
Springdale,Arkansas,36.1901,-94.1574,87388,677.9
Troy,Michigan,42.5817,-83.1457,87307,1007.8
Citrus Heights,California,38.6948,-121.288,87036,2363.8
Deerfield Beach,Florida,26.305,-80.1277,86742,2238.4
Town 'n' Country,Florida,28.0106,-82.5763,86544,1500.5
Winchester,Virginia,39.1735,-78.1746,86501,1175.2
Mission,Texas,26.2039,-98.3256,86234,916.4
Bryan,Texas,30.665,-96.3807,86169,601.1
Hawthorne,California,33.9147,-118.3476,85933,5450.4
Whittier,California,33.9678,-118.0188,85925,2264.7
Livermore,California,37.6868,-121.7607,85870,1247.8
Lake Forest,California,33.6605,-117.6714,85846,1983.1
San Ramon,California,37.7624,-121.9365,85734,1650.2
Melbourne,Florida,28.1086,-80.6627,85718,749
Franklin,Tennessee,35.92,-86.8516,85575,741.7
Auburn,Washington,47.3039,-122.2108,85455,1115.6
Port Huron,Michigan,42.9821,-82.4388,85051,1368.8
Decatur,Illinois,39.8557,-88.9342,84629,621.7
Baytown,Texas,29.7587,-94.9671,84538,805.9
Brooklyn Park,Minnesota,45.1112,-93.3505,84349,1248.9
Springfield,Ohio,39.93,-83.7959,84309,846.5
Newport Beach,California,33.6151,-117.8668,84304,1367.8
Westland,Michigan,42.3192,-83.3805,84155,1590.3
Newark,Ohio,40.0706,-82.425,83890,927.5
Muncie,Indiana,40.1989,-85.395,83477,912.1
Farmington Hills,Michigan,42.486,-83.3771,83316,966.9
Cicero,Illinois,41.8445,-87.7593,83223,5478.7
Buena Park,California,33.8572,-118.0046,83052,3046.1
Warwick,Rhode Island,41.7062,-71.4334,82871,914.2
Hattiesburg,Mississippi,31.3074,-89.317,82730,350.5
Cranston,Rhode Island,41.7658,-71.4858,82632,1125.6
Albany,Georgia,31.5776,-84.1762,82612,476.4
Layton,Utah,41.077,-111.962,82512,1412
Madera,California,36.963,-120.0778,82510,1315.3
Largo,Florida,27.9088,-82.7712,82506,1697.7
Redwood City,California,37.5025,-122.2253,82423,1645.8
Mountain View,California,37.4001,-122.0796,82363,2659.3
Pine Hills,Florida,28.5818,-81.4692,82264,2606.3
Folsom,California,38.6668,-121.1422,82140,1137.5
Silver Spring,Maryland,39.0028,-77.0207,82129,4022.6
Johns Creek,Georgia,34.0333,-84.2027,82115,1028.9
The Villages,Florida,28.9034,-81.9887,82108,970.9
Owensboro,Kentucky,37.7575,-87.1172,81734,1089.7
Napa,California,38.2975,-122.301,81643,1685.5
New Rochelle,New York,40.9304,-73.7836,81591,3062.6
Alhambra,California,34.084,-118.1355,81483,4122.7
Cheyenne,Wyoming,41.135,-104.7902,81378,687.8
Miami Beach,Florida,25.8171,-80.1396,81319,4081.5
Wenatchee,Washington,47.436,-120.3295,81106,1288.4
Jackson,Michigan,42.2431,-84.4038,81058,1118.5
Lehi,Utah,40.4136,-111.8725,81039,1031.2
Anderson,Indiana,40.0891,-85.6892,80820,508.9
Homestead,Florida,25.4665,-80.4472,80725,2066.3
Florence,Alabama,34.8303,-87.6655,80720,587.8
Rancho Cordova,California,38.5737,-121.2527,80656,900.8
Morgantown,West Virginia,39.6383,-79.9464,80626,1148.2
Boynton Beach,Florida,26.5281,-80.0811,80601,1928.6
Somerville,Massachusetts,42.3908,-71.1014,80549,7548
North Port,Florida,27.0576,-82.1977,80512,312.8
Lakewood,California,33.8471,-118.1222,80510,3309
Salisbury,Maryland,38.3756,-75.5865,80352,924.7
South Jordan,Utah,40.557,-111.9784,80331,1204
Parma,Ohio,41.3843,-81.7286,80131,1545.2
Pharr,Texas,26.1685,-98.1904,79809,1274.9
State College,Pennsylvania,40.7909,-77.8567,79803,3429.7
Plymouth,Minnesota,45.0225,-93.4617,79526,938.7
Turlock,California,37.5053,-120.8588,79394,1664.2
Davis,California,38.5553,-121.737,79355,2586.5
Perris,California,33.7898,-117.2233,79349,970.6
Jonesboro,Arkansas,35.8212,-90.6791,79187,381.4
Tustin,California,33.7311,-117.8107,79035,2743.4
Terre Haute,Indiana,39.466,-87.3751,78940,649.5
Upland,California,34.1178,-117.6604,78940,1955.7
Georgetown,Texas,30.666,-97.6966,78803,523.3
Texarkana,Texas,33.45,-94.0847,78541,435
Kendall,Florida,25.6697,-80.3556,78527,1883.3
Pasco,Washington,46.2506,-119.1305,78446,777.4
Milpitas,California,37.4336,-121.8921,78216,2240.2
Carmichael,California,38.6318,-121.3263,78070,1965.8
Chino Hills,California,33.9508,-117.7254,78024,674.7
Flower Mound,Texas,33.0343,-97.1146,77886,717
Flagstaff,Arizona,35.1872,-111.6194,77868,446.4
Alton,Illinois,38.9037,-90.152,77583,626.6
Pleasanton,California,37.6663,-121.8805,77500,1239.5
Cedar Park,Texas,30.5105,-97.8197,77474,1169.7
Bellflower,California,33.888,-118.1271,77396,4885
Loveland,Colorado,40.4166,-105.0623,77350,833.3
Mansfield,Ohio,40.7656,-82.5275,77137,596.3
Hammond,Indiana,41.6168,-87.4909,77098,1309.1
Bethlehem,Pennsylvania,40.6266,-75.3679,77069,1556.7
Woodbury,Minnesota,44.9057,-92.923,76945,851.4
Alameda,California,37.7668,-122.267,76876,2854.2
Wyoming,Michigan,42.8908,-85.7066,76865,1199.5
Schaumburg,Illinois,42.0308,-88.0838,76780,1529.4
Castle Rock,Colorado,39.3763,-104.8535,76614,851.4
Evanston,Illinois,42.0464,-87.6943,76552,3799.3
Doral,Florida,25.8152,-80.3565,76490,2132.5
St. Joseph,Missouri,39.7598,-94.821,76484,627.3
Valdosta,Georgia,30.8502,-83.2788,76393,592.4
Wausau,Wisconsin,44.962,-89.6459,76386,801.1
Pocatello,Idaho,42.8724,-112.4647,76370,649.5
Elizabethtown,Kentucky,37.7031,-85.8773,76363,439.2
Anniston,Alabama,33.6712,-85.8135,76228,180
Arlington Heights,Illinois,42.0955,-87.9826,76220,1771.5
Rochester Hills,Michigan,42.6645,-83.1563,76086,895.5
Southfield,Michigan,42.4765,-83.2605,76025,1117.6
Daytona Beach,Florida,29.1995,-81.0982,75924,435.1
Pittsburg,California,38.0182,-121.8965,75868,1657.2
Oshkosh,Wisconsin,44.0227,-88.5619,75850,928.6
Redmond,Washington,47.6763,-122.1169,75721,1764.4
Saratoga Springs,New York,43.0674,-73.7775,75599,392.8
Apple Valley,California,34.5352,-117.2109,75478,378.4
Mansfield,Texas,32.569,-97.1213,75398,791.3
Pawtucket,Rhode Island,41.8744,-71.3743,75280,3353.5
Missouri City,Texas,29.563,-95.5365,75234,1001
Broomfield,Colorado,39.9542,-105.0526,75110,879.6
Janesville,Wisconsin,42.6854,-89.0135,74640,733.5
San Marcos,Texas,29.8734,-97.9356,74469,666.4
Camarillo,California,34.223,-119.0321,74210,1377.7
Jackson,Tennessee,35.6538,-88.8354,74049,447.7
Dothan,Alabama,31.2336,-85.407,74002,304.3
Sherman,Texas,33.6273,-96.6221,73984,374.4
Lauderhill,Florida,26.1605,-80.2241,73961,3353.5
Harrisonburg,Virginia,38.4362,-78.8735,73926,1146.8
Bolingbrook,Illinois,41.6901,-88.1021,73813,1141
Ellicott City,Maryland,39.2774,-76.8345,73737,948.8
Alexandria,Louisiana,31.2923,-92.4702,73457,604.2
Battle Creek,Michigan,42.2985,-85.2296,73448,474.7
New Britain,Connecticut,41.6759,-72.7862,73301,2112.8
Sheboygan,Wisconsin,43.7403,-87.7316,73268,1188.3
Brunswick,Georgia,31.1449,-81.4746,73159,345.5
Altoona,Pennsylvania,40.5082,-78.4007,73070,1715.7
Lodi,California,38.1218,-121.2932,72996,1891.1
Redlands,California,34.0512,-117.1712,72985,782.8
Caguas,Puerto Rico,18.2319,-66.0388,72862,2581.6
Dale City,Virginia,38.6473,-77.3459,72793,1974.8
Glen Burnie,Maryland,39.156,-76.6071,72772,1622.9
Mount Vernon,New York,40.9136,-73.8291,72528,6375.8
Lakeville,Minnesota,44.6774,-93.252,72480,758.1
Dover,New Hampshire,43.1887,-70.8845,72476,477.7
Lebanon,Pennsylvania,40.3412,-76.4228,72475,2464.7
Rocklin,California,38.8075,-121.2489,72340,1407.7
Framingham,Massachusetts,42.3085,-71.4368,72013,1110.2
Wesley Chapel,Florida,28.2106,-82.3238,71965,632.5
Noblesville,Indiana,40.0355,-86.0042,71940,787.5
Tamarac,Florida,26.2056,-80.2539,71887,2394
Centreville,Virginia,38.839,-77.4389,71885,2325.2
Poinciana,Florida,28.1217,-81.4821,71665,385
Fairbanks,Alaska,64.8353,-147.6533,71555,391.5
Lake Elsinore,California,33.6847,-117.3344,71516,721.5
Camden,New Jersey,39.9361,-75.1073,71471,3094.1
Rogers,Arkansas,36.317,-94.1531,71411,708.8
Blaine,Minnesota,45.1696,-93.2077,71261,836.2
Wilmington,Delaware,39.7415,-75.5416,71124,2520.5
St. Charles,Missouri,38.7954,-90.5157,71048,1088.1
Blacksburg,Virginia,37.23,-80.4279,71014,883.3
Waukesha,Wisconsin,43.0087,-88.2464,70779,1070.7
Casas Adobes,Arizona,32.3423,-111.0113,70770,1030.4
Baldwin Park,California,34.0829,-117.9722,70720,4117.1
Cleveland,Tennessee,35.1817,-84.8707,70578,598
Dublin,California,37.7161,-121.8963,70542,1788.5
Ankeny,Iowa,41.7288,-93.6031,70542,853.7
Maple Grove,Minnesota,45.1089,-93.4626,70539,836.1
Bayonne,New Jersey,40.6668,-74.1158,70468,4673.7
North Richland Hills,Texas,32.8604,-97.218,70338,1495.2
Eastvale,California,33.9617,-117.5803,70179,2137.2
Guaynabo,Puerto Rico,18.3832,-66.1134,70087,2246.2
Glens Falls,New York,43.3109,-73.6458,70005,1471.7
Longview,Washington,46.1461,-122.963,70004,987
Tulare,California,36.1995,-119.34,69984,1302.8
Conway,Arkansas,35.0753,-92.4692,69918,548.7
West Des Moines,Iowa,41.5521,-93.7806,69893,568.2
Redondo Beach,California,33.8577,-118.3765,69814,4349.2
Walnut Creek,California,37.9024,-122.0399,69790,1363.6
Passaic,New Jersey,40.8574,-74.1282,69651,8583.8
Porterville,California,36.0643,-119.0338,69616,1287.6
Maricopa,Arizona,33.0408,-112.0011,69554,572.4
Fajardo,Puerto Rico,18.3331,-65.6589,69381,1211
Spring Hill,Tennessee,35.7437,-86.9116,69298,707.9
Gaithersburg,Maryland,39.1346,-77.2131,69225,2585.4
El Paso de Robles,California,35.6394,-120.656,69218,608.8
East Orange,New Jersey,40.7651,-74.2117,69183,6801
Sumter,South Carolina,33.9392,-80.393,68914,501.9
Grand Forks,North Dakota,47.9214,-97.0884,68853,780.7
Bristol,Tennessee,36.5572,-82.2154,68737,324.5
Michigan City,Indiana,41.7092,-86.869,68617,596.8
Gary,Indiana,41.5905,-87.3473,68604,530.5
Dubuque,Iowa,42.5002,-90.707,68567,731.8
Schenectady,New York,42.8025,-73.9275,68521,2447.9
Casper,Wyoming,42.842,-106.3208,68438,847.9
Hanford,California,36.3274,-119.6549,68276,1279.1
Shawnee,Kansas,39.0158,-94.8076,68175,627.1
South Hill,Washington,47.1198,-122.2853,68161,1416
Eagan,Minnesota,44.817,-93.1638,68158,844
Union City,California,37.6032,-122.0181,68141,1356.3
Weston,Florida,26.1006,-80.4054,67952,1067.4
Kankakee,Illinois,41.102,-87.8643,67925,621.6
Leander,Texas,30.5728,-97.8618,67880,675.4
Hammond,Louisiana,30.5061,-90.4563,67874,563.3
Corvallis,Oregon,44.5698,-123.2779,67769,1605.7
Apex,North Carolina,35.7237,-78.8743,67765,972.1
Yorba Linda,California,33.889,-117.7714,67407,1304.4
Bethesda,Maryland,38.9866,-77.1188,67403,1962.3
Haverhill,Massachusetts,42.7838,-71.0871,67387,787.6
Palo Alto,California,37.3905,-122.1468,67231,1079.3
Rockville,Maryland,39.0834,-77.1553,67218,1913
Spring,Texas,30.0613,-95.383,67103,1152
Delray Beach,Florida,26.455,-80.0905,66940,1623
Watsonville,California,36.9206,-121.7708,66842,2956.7
Mount Vernon,Washington,48.4203,-122.3115,66704,1108.7
Palatine,Illinois,42.118,-88.043,66548,1819.9
Victoria,Texas,28.8287,-96.9849,66523,680.4
Skokie,Illinois,42.036,-87.74,66427,2548.4
Morristown,Tennessee,36.2043,-83.3001,66407,428.7
Sammamish,Washington,47.6017,-122.0416,66375,1254.6
Union City,New Jersey,40.7675,-74.0323,66375,19912.5
Queen Creek,Arizona,33.2454,-111.6173,66369,608.5
Alpharetta,Georgia,34.0704,-84.2738,66355,952.4
Lima,Ohio,40.741,-84.112,66286,1000.9
Novi,Michigan,42.4786,-83.4893,66224,845.4
Great Falls,Montana,47.5022,-111.2996,66175,1008.4
Ames,Iowa,42.0256,-93.6217,66112,905
Juana Díaz,Puerto Rico,18.0532,-66.5044,66102,2028.7
Malden,Massachusetts,42.4305,-71.0576,65509,5013.9
Dundalk,Maryland,39.2704,-76.4942,65441,1930.6
Albany,Oregon,44.6272,-123.0965,65410,1227.9
Castro Valley,California,37.7088,-122.0626,65389,1498.5
Dalton,Georgia,34.769,-84.972,65317,623.4
Lynwood,California,33.924,-118.2016,65291,5207.8
Pflugerville,Texas,30.4515,-97.6018,65162,968.3
Sebring,Florida,27.477,-81.453,65138,371.2
Kenner,Louisiana,30.0109,-90.2549,65113,1688.5
Port Charlotte,Florida,26.9918,-82.114,64971,880.8
Waltham,Massachusetts,42.3889,-71.2423,64723,1960.8
Commerce City,Colorado,39.8641,-104.843,64640,682.8
Brentwood,California,37.9356,-121.719,64609,1678.1
North Little Rock,Arkansas,34.7807,-92.2371,64504,469.5
South San Francisco,California,37.6538,-122.4196,64487,2705.2
Bellevue,Nebraska,41.1485,-95.939,64355,1085.9
Burnsville,Minnesota,44.7648,-93.2793,64295,995.5
Greenwood,Indiana,39.6019,-86.1073,64237,864.4
Rowlett,Texas,32.9155,-96.5489,64139,1193.6
Laguna Niguel,California,33.5275,-117.705,64023,1677.5
Bozeman,Montana,45.6833,-111.0558,63917,992.7
Port Orange,Florida,29.1085,-81.0137,63818,918.3
Reston,Virginia,38.9497,-77.3461,63542,1599.1
San Clemente,California,33.4499,-117.6102,63510,1335.8
Caldwell,Idaho,43.6453,-116.6594,63465,974.9
Coon Rapids,Minnesota,45.1755,-93.3094,63348,1082.2
Millcreek,Utah,40.6892,-111.8292,63342,1896.6
Eden Prairie,Minnesota,44.8488,-93.4595,63249,751.5
Parkersburg,West Virginia,39.2623,-81.542,63236,965.4
Hamilton,Ohio,39.3939,-84.5653,63124,1135.4
Moore,Oklahoma,35.3293,-97.4757,63045,1101.8
Lakewood,Washington,47.1628,-122.5299,63034,1426.6
Bay City,Michigan,43.5902,-83.8887,62979,1232.3
Bossier City,Louisiana,32.5224,-93.6668,62832,546.5
Council Bluffs,Iowa,41.2369,-95.8516,62564,562.2
Huntersville,North Carolina,35.406,-80.8716,62458,576.3
Taylor,Michigan,42.226,-83.2688,62405,1020.3
Hendersonville,Tennessee,36.3063,-86.5997,62390,760.4
Sanford,Florida,28.7891,-81.2757,62292,999.9
La Habra,California,33.9282,-117.9515,62233,3176.6
Horizon West,Florida,28.4417,-81.6146,62152,731.3
Dearborn Heights,Michigan,42.3164,-83.2769,62099,2042.7
St. Cloud,Florida,28.2363,-81.2779,61963,820.2
Pontiac,Michigan,42.6493,-83.2878,61914,1202.1
Richland,Washington,46.2824,-119.2939,61912,562.9
Marietta,Georgia,33.9533,-84.5422,61773,1002.6
Florence-Graham,California,33.9682,-118.2447,61723,6790.8
Springfield,Oregon,44.0538,-122.9811,61642,1494
Encinitas,California,33.0492,-117.261,61585,1247.8
Wellington,Florida,26.6461,-80.2699,61497,526.6
Palm Harbor,Florida,28.0847,-82.7481,61454,1366.8
Montebello,California,34.0155,-118.1108,61376,2845.5
Woodland,California,38.6712,-121.75,61256,1544.3
Bristol,Connecticut,41.6812,-72.9407,61129,894
Jupiter,Florida,26.92,-80.1128,61097,1090.7
La Mesa,California,32.7703,-117.0204,60835,2583.5
Pico Rivera,California,33.9901,-118.0888,60821,2824
San Rafael,California,37.9905,-122.5221,60604,1410.7
Meriden,Connecticut,41.5369,-72.7946,60418,982.9
Euless,Texas,32.8508,-97.08,60373,1447.3
Parker,Colorado,39.5084,-104.7753,60115,1033.9
Revere,Massachusetts,42.4189,-71.004,59933,4057
Stonecrest,Georgia,33.6842,-84.1372,59917,617.7
Chapel Hill,North Carolina,35.9271,-79.0391,59889,1065.9
White Plains,New York,41.022,-73.7547,59818,2372
Gardena,California,33.8943,-118.3072,59765,3958.6
Palm Beach Gardens,Florida,26.8466,-80.1679,59751,389.4
Taunton,Massachusetts,41.9036,-71.0943,59719,493.7
Monterey Park,California,34.0497,-118.1326,59639,3001.4
West Allis,Wisconsin,43.0068,-88.0296,59588,2021.5
Santee,California,32.8554,-116.9851,59485,1388.8
North Miami,Florida,25.9008,-80.1686,59429,2712.7
Blue Springs,Missouri,39.0124,-94.2721,59416,1007.1
Des Plaines,Illinois,42.0345,-87.9008,59408,1611
Kokomo,Indiana,40.464,-86.1277,59375,625
Petaluma,California,38.2423,-122.6266,59321,1588.9
Shoreline,Washington,47.7564,-122.3426,59280,1967.2
Medford,Massachusetts,42.4234,-71.1087,59062,2815
Taylorsville,Utah,40.6569,-111.9493,59010,2100.8
Wylie,Texas,33.0362,-96.5161,58991,1076.2
Cupertino,California,37.3168,-122.0466,58886,2005
The Hammocks,Florida,25.67,-80.4482,58548,2865.7
Margate,Florida,26.2466,-80.2119,58418,2574.8
Carson City,Nevada,39.1511,-119.7476,58364,155.9
Hoboken,New Jersey,40.7452,-74.0281,58340,18017.1
Madison,Alabama,34.7114,-86.7626,58335,736.6
St. Clair Shores,Michigan,42.4925,-82.8961,58287,1926.7
St. Peters,Missouri,38.7825,-90.6061,58200,998.4
Midwest City,Oklahoma,35.463,-97.371,58170,920.5
Severn,Maryland,39.1355,-76.6956,58041,1221.9
Lake Havasu City,Arizona,34.5006,-114.3113,58037,483.6
Lenexa,Kansas,38.9609,-94.8018,57986,657
Orland Park,Illinois,41.6075,-87.8619,57961,1015.9
Royal Oak,Michigan,42.5084,-83.1539,57880,1895.1
Bowie,Maryland,38.9549,-76.7406,57771,1091.2
Decatur,Alabama,34.5731,-86.9905,57760,408.5
Bel Air South,Maryland,39.5022,-76.3113,57702,1047.5
Towson,Maryland,39.3944,-76.619,57683,1573.6
Casa Grande,Arizona,32.9069,-111.7624,57590,195.2
Coconut Creek,Florida,26.2803,-80.1842,57587,1989.5
Kettering,Ohio,39.6956,-84.1494,57442,1185.1
Herriman,Utah,40.4899,-112.017,57336,956
Brookhaven,Georgia,33.8743,-84.3314,57224,1804.9
Oak Lawn,Illinois,41.7139,-87.7528,57098,2572.2
Lacey,Washington,47.0462,-122.7933,57088,1187.3
Bartlett,Tennessee,35.2337,-89.8195,56998,681.3
Highland,California,34.1113,-117.165,56690,1178.6
Kannapolis,North Carolina,35.4764,-80.6408,56470,624
Fountainebleau,Florida,25.7723,-80.346,56453,5508.1
Fountain Valley,California,33.7105,-117.9514,56358,2398.8
Bentonville,Arkansas,36.3547,-94.2305,56326,613
Bradenton,Florida,27.4901,-82.5757,56289,1515.1
Smyrna,Georgia,33.8633,-84.5168,56285,1344
Sarasota,Florida,27.3387,-82.5432,56218,1476.2
Apopka,Florida,28.7015,-81.5316,56202,617
National City,California,32.6654,-117.0983,55960,2940.5
DeSoto,Texas,32.5992,-96.8633,55896,997.5
Berwyn,Illinois,41.8433,-87.7909,55888,5526.6
New Brunswick,New Jersey,40.487,-74.445,55744,4113.1
Apple Valley,Minnesota,44.7457,-93.2004,55696,1274.7
Mount Prospect,Illinois,42.0641,-87.9375,55648,2004.1
Arcadia,California,34.1342,-118.0373,55550,1962.9
Southaven,Mississippi,34.9514,-89.9786,55531,519.2
Tigard,Oregon,45.4237,-122.7845,55395,1676.2
Perth Amboy,New Jersey,40.5202,-74.2724,55278,4578
Chicopee,Massachusetts,42.1764,-72.5719,55213,930.7
South Whittier,California,33.9336,-118.0312,55201,3992.9
West Haven,Connecticut,41.2739,-72.9672,55147,1980.7
Smyrna,Tennessee,35.9687,-86.5264,55066,622.7
Tinley Park,Illinois,41.567,-87.8049,55007,1312.4
Hacienda Heights,California,33.997,-117.9727,54956,1902.6
Beaumont,California,33.9076,-116.9766,54817,697.8
San Jacinto,California,33.797,-116.9916,54756,817.1
Plainfield,New Jersey,40.6154,-74.4157,54515,3532
West Sacramento,California,38.5557,-121.5505,54496,980
Marana,Arizona,32.4355,-111.1558,54487,172.9
Yucaipa,California,34.0336,-117.0429,54348,742.6
